visit_id,user_id,destination_id,visit_timestamp,region,number_of_persons,total_price
2582,216,12,2020-02-12 18:00:51,South America,1,909.09
2583,110,6,2023-10-21 00:17:29,Europe,2,6196.16
2584,151,12,2023-02-19 16:30:07,Asia,1,909.09
2585,421,7,2022-05-04 14:18:09,South America,5,9394.92
2586,680,4,2021-10-04 10:44:37,South America,2,2159.39
2587,362,4,2024-03-02 02:35:08,South America,2,2159.39
2588,972,5,2020-06-01 00:44:27,Asia,4,14049.07
2589,4,7,2021-05-07 18:27:12,North America,4,7515.94
2590,801,14,2023-11-26 06:42:05,Africa,1,1729.71
2591,297,4,2020-12-09 01:14:59,Asia,4,4318.78
2592,145,5,2021-07-04 02:33:23,South America,3,10536.8
2593,788,1,2024-07-03 09:16:06,North America,4,13509.68
2594,601,8,2022-07-30 23:54:33,Oceania,3,9237.11
2595,230,8,2022-05-06 07:23:11,South America,2,6158.07
2596,987,7,2021-05-13 12:38:15,South America,3,5636.95
2597,226,8,2020-02-23 06:28:53,Europe,2,6158.07
2598,661,8,2021-11-11 00:20:43,Africa,4,12316.14
2599,522,11,2020-12-07 05:06:03,Asia,2,2575.71
2600,739,6,2022-03-02 16:05:54,Oceania,5,15490.4
2601,102,5,2022-08-21 19:28:08,Oceania,5,17561.34
2602,414,1,2024-10-28 02:12:22,North America,1,3377.42
2603,248,5,2022-01-28 23:53:43,Oceania,3,10536.8
2604,954,9,2024-11-19 15:23:14,Africa,5,6697.22
2605,944,3,2024-06-29 10:58:32,North America,4,9681.92
2606,153,1,2024-09-16 19:43:07,South America,3,10132.26
2607,582,6,2024-02-03 11:23:42,Europe,1,3098.08
2608,192,2,2023-08-12 23:00:48,Asia,3,9471.66
2609,713,13,2024-12-26 05:40:12,Europe,3,2003.97
2610,644,7,2024-10-22 01:32:06,Africa,5,9394.92
2611,366,2,2024-01-06 00:01:10,Africa,4,12628.88
2612,201,4,2020-05-22 07:21:04,Asia,3,3239.08
2613,366,8,2024-07-12 09:01:59,Asia,2,6158.07
2614,505,4,2024-10-13 10:12:50,North America,4,4318.78
2615,707,2,2024-10-21 21:18:22,Europe,1,3157.22
2616,237,7,2021-09-28 18:52:37,South America,1,1878.98
2617,423,9,2020-11-14 19:32:26,Oceania,1,1339.44
2618,1000,9,2021-02-25 16:06:35,Europe,4,5357.77
2619,756,4,2023-02-26 06:35:33,North America,2,2159.39
2620,38,5,2024-12-30 07:08:48,South America,1,3512.27
2621,124,5,2023-10-29 14:16:08,Europe,5,17561.34
2622,96,6,2021-01-04 00:48:42,North America,2,6196.16
2623,825,5,2024-07-26 01:30:03,Oceania,5,17561.34
2624,645,13,2020-05-17 05:35:42,South America,2,1335.98
2625,706,5,2021-06-02 23:14:09,Oceania,5,17561.34
2626,776,12,2024-02-29 23:27:09,Europe,1,909.09
2627,815,7,2020-11-06 23:30:57,North America,3,5636.95
2628,516,10,2024-11-23 13:25:26,Asia,2,1276.56
2629,1,7,2023-01-13 20:22:06,South America,3,5636.95
2630,570,12,2020-03-24 13:45:44,Oceania,2,1818.18
2631,100,11,2020-03-07 08:49:16,Oceania,5,6439.28
2632,282,4,2021-05-02 15:21:02,Europe,2,2159.39
2633,756,1,2021-08-31 12:05:09,Europe,2,6754.84
2634,203,3,2023-12-02 19:50:55,North America,3,7261.44
2635,678,8,2021-02-21 22:10:06,North America,2,6158.07
2636,121,12,2023-02-13 02:50:23,Oceania,2,1818.18
2637,775,13,2023-09-03 15:01:17,Europe,3,2003.97
2638,705,2,2024-01-11 19:52:22,South America,2,6314.44
2639,8,3,2020-04-19 03:26:44,Africa,3,7261.44
2640,180,11,2020-12-03 04:10:03,North America,4,5151.42
2641,783,3,2020-08-15 11:09:32,Europe,2,4840.96
2642,426,2,2021-12-13 06:39:00,Oceania,4,12628.88
2643,833,3,2024-06-04 09:32:11,Oceania,3,7261.44
2644,569,11,2025-01-12 07:04:33,Africa,5,6439.28
2645,338,8,2025-01-20 07:57:09,Africa,2,6158.07
2646,677,10,2023-10-27 04:14:03,South America,2,1276.56
2647,177,10,2022-05-17 08:49:32,Asia,4,2553.12
2648,267,10,2020-03-03 05:22:37,Europe,2,1276.56
2649,416,5,2024-07-21 13:52:36,South America,4,14049.07
2650,950,2,2020-12-24 08:56:03,Oceania,5,15786.1
2651,130,1,2024-07-15 15:50:29,North America,2,6754.84
2652,574,8,2024-12-09 01:19:19,Oceania,4,12316.14
2653,756,14,2020-06-13 03:25:00,Africa,2,3459.42
2654,185,9,2021-01-27 19:05:07,Europe,2,2678.89
2655,930,1,2024-08-16 03:00:40,North America,5,16887.1
2656,248,9,2020-09-16 15:16:23,Asia,5,6697.22
2657,538,9,2022-03-17 17:31:13,Asia,1,1339.44
2658,341,9,2021-07-07 23:45:42,North America,2,2678.89
2659,438,8,2021-03-10 01:42:48,Europe,2,6158.07
2660,716,11,2024-05-28 05:31:44,Europe,1,1287.86
2661,640,8,2023-08-04 11:43:40,Oceania,1,3079.04
2662,650,9,2022-09-26 22:18:35,South America,1,1339.44
2663,169,11,2022-11-15 03:21:24,North America,3,3863.57
2664,34,13,2020-03-25 21:15:40,Oceania,1,667.99
2665,708,1,2020-09-16 20:11:16,Asia,1,3377.42
2666,169,13,2020-09-08 20:30:37,North America,5,3339.95
2667,705,4,2020-11-01 06:50:28,South America,4,4318.78
2668,803,9,2020-06-26 20:41:18,Oceania,3,4018.33
2669,767,10,2021-04-10 08:03:07,Asia,1,638.28
2670,321,7,2024-04-14 22:27:43,Oceania,1,1878.98
2671,297,13,2022-03-21 06:57:39,Europe,3,2003.97
2672,88,9,2024-11-25 18:22:52,Africa,2,2678.89
2673,489,5,2024-06-10 11:42:23,North America,4,14049.07
2674,155,3,2024-04-06 20:14:37,Africa,3,7261.44
2675,808,1,2023-03-24 21:29:21,South America,3,10132.26
2676,42,9,2023-12-22 21:21:59,North America,4,5357.77
2677,46,10,2020-01-09 16:27:15,Oceania,1,638.28
2678,268,4,2022-12-08 23:19:25,Oceania,4,4318.78
2679,350,2,2024-05-21 19:35:56,Asia,3,9471.66
2680,543,3,2023-03-19 12:55:55,Africa,4,9681.92
2681,126,4,2021-04-08 18:36:20,Asia,4,4318.78
2682,524,4,2023-02-22 04:51:37,Oceania,3,3239.08
2683,51,6,2021-06-12 21:41:26,Africa,3,9294.24
2684,385,12,2024-09-12 16:36:58,Oceania,1,909.09
2685,41,11,2020-06-13 18:42:16,South America,4,5151.42
2686,213,4,2024-09-30 11:03:35,South America,4,4318.78
2687,633,6,2024-06-21 16:06:57,Europe,1,3098.08
2688,129,2,2022-04-12 01:24:43,North America,1,3157.22
2689,951,2,2022-02-24 11:15:40,Africa,4,12628.88
2690,128,9,2020-01-16 10:43:09,Asia,5,6697.22
2691,641,12,2021-07-05 07:15:48,Africa,3,2727.27
2692,972,8,2022-02-12 15:55:44,Africa,4,12316.14
2693,199,7,2024-06-29 10:29:28,Oceania,2,3757.97
2694,66,7,2022-01-22 13:46:07,Europe,3,5636.95
2695,690,2,2023-05-28 00:19:26,Africa,2,6314.44
2696,695,5,2024-06-08 22:31:18,Africa,2,7024.54
2697,661,11,2023-06-20 11:55:55,Asia,3,3863.57
2698,163,1,2023-07-28 06:32:06,Oceania,2,6754.84
2699,134,6,2023-08-31 17:24:57,Europe,5,15490.4
2700,107,5,2020-09-12 06:54:38,South America,3,10536.8
2701,895,1,2022-06-25 01:09:34,Oceania,4,13509.68
2702,400,3,2023-03-06 22:28:43,Asia,3,7261.44
2703,888,14,2021-08-02 17:05:26,South America,1,1729.71
2704,808,4,2022-11-22 03:04:16,Africa,3,3239.08
2705,700,3,2021-08-18 12:06:14,Oceania,3,7261.44
2706,24,11,2023-12-30 17:13:00,South America,1,1287.86
2707,316,7,2022-06-21 20:45:48,Africa,3,5636.95
2708,590,14,2024-04-18 15:39:36,North America,5,8648.56
2709,791,4,2023-02-18 11:47:30,Europe,1,1079.69
2710,570,12,2024-05-30 16:34:22,Europe,5,4545.45
2711,851,5,2021-02-21 02:41:32,South America,3,10536.8
2712,625,14,2022-11-22 02:56:39,North America,1,1729.71
2713,297,11,2022-06-24 06:35:16,Europe,1,1287.86
2714,210,4,2023-01-08 03:27:02,Europe,2,2159.39
2715,849,9,2024-12-29 02:57:22,Asia,3,4018.33
2716,905,12,2023-05-11 08:27:22,Oceania,1,909.09
2717,228,13,2020-11-13 10:46:10,North America,2,1335.98
2718,97,12,2023-11-13 20:09:49,Africa,5,4545.45
2719,478,12,2024-08-18 07:45:34,North America,1,909.09
2720,622,4,2025-01-17 08:58:28,North America,2,2159.39
2721,647,11,2024-03-10 09:30:21,Europe,2,2575.71
2722,138,7,2021-12-02 06:43:29,North America,3,5636.95
2723,904,7,2020-08-26 17:39:05,North America,1,1878.98
2724,941,13,2024-04-17 15:03:42,South America,5,3339.95
2725,777,6,2020-10-23 02:39:51,South America,4,12392.32
2726,984,9,2024-09-12 17:06:02,Oceania,4,5357.77
2727,885,9,2020-02-03 03:45:27,Europe,1,1339.44
2728,214,14,2020-04-01 08:05:25,Africa,1,1729.71
2729,110,6,2020-12-14 00:24:57,Africa,4,12392.32
2730,131,14,2024-06-15 14:33:33,North America,5,8648.56
2731,251,12,2022-11-03 05:48:22,South America,4,3636.36
2732,653,12,2022-03-30 20:51:07,Oceania,4,3636.36
2733,291,14,2021-01-06 21:32:57,Oceania,5,8648.56
2734,930,7,2021-10-25 22:45:30,South America,1,1878.98
2735,377,10,2021-02-20 02:16:07,North America,3,1914.84
2736,79,5,2020-08-08 07:37:59,North America,5,17561.34
2737,892,9,2022-06-10 04:03:18,North America,5,6697.22
2738,553,5,2021-12-19 18:40:10,South America,2,7024.54
2739,543,8,2020-03-22 22:44:53,Africa,3,9237.11
2740,143,13,2021-08-27 22:19:35,Europe,4,2671.96
2741,835,12,2021-10-31 19:13:38,Africa,2,1818.18
2742,617,9,2020-08-16 08:40:23,Europe,2,2678.89
2743,463,5,2022-11-15 04:20:27,South America,3,10536.8
2744,79,2,2020-04-23 08:21:34,Oceania,3,9471.66
2745,764,14,2021-02-08 01:24:49,Africa,3,5189.14
2746,549,7,2023-02-13 17:16:18,Oceania,1,1878.98
2747,22,13,2022-01-08 08:22:04,South America,3,2003.97
2748,959,7,2023-09-14 15:37:58,Oceania,4,7515.94
2749,48,9,2020-12-27 23:48:45,Oceania,1,1339.44
2750,132,7,2020-05-10 23:34:00,Europe,1,1878.98
2751,896,1,2021-09-23 06:21:49,Asia,5,16887.1
2752,400,7,2020-10-01 14:04:17,North America,5,9394.92
2753,396,3,2020-08-13 19:22:10,Asia,4,9681.92
2754,963,12,2020-11-06 12:29:40,Europe,2,1818.18
2755,787,4,2022-11-24 00:00:39,Asia,3,3239.08
2756,54,14,2024-04-30 15:26:39,Africa,4,6918.85
2757,188,7,2020-12-03 22:45:12,South America,5,9394.92
2758,642,14,2023-08-11 19:02:32,Africa,4,6918.85
2759,660,3,2021-10-17 02:45:27,Africa,5,12102.4
2760,852,5,2020-05-05 08:06:20,North America,3,10536.8
2761,248,5,2020-01-16 09:46:14,Africa,5,17561.34
2762,459,13,2022-11-30 10:47:58,Asia,2,1335.98
2763,244,8,2024-06-30 07:51:59,Europe,5,15395.18
2764,418,1,2021-12-27 05:28:25,Oceania,2,6754.84
2765,384,10,2020-06-14 21:49:04,North America,1,638.28
2766,684,6,2020-02-26 02:13:00,Africa,4,12392.32
2767,842,1,2023-02-18 02:10:29,Africa,5,16887.1
2768,595,12,2022-06-17 23:28:13,Asia,1,909.09
2769,588,3,2023-11-08 18:10:34,Asia,1,2420.48
2770,597,13,2023-06-05 15:03:02,Africa,2,1335.98
2771,724,10,2023-07-31 04:29:35,Africa,5,3191.4
2772,587,13,2022-07-09 22:03:21,Africa,4,2671.96
2773,658,10,2023-11-18 08:54:21,North America,5,3191.4
2774,911,9,2021-03-27 01:29:01,Africa,3,4018.33
2775,803,6,2023-04-08 08:29:06,Oceania,5,15490.4
2776,975,10,2021-04-01 12:01:59,Asia,2,1276.56
2777,579,2,2020-03-07 02:15:24,Africa,3,9471.66
2778,909,5,2021-08-27 03:18:59,Europe,5,17561.34
2779,912,4,2021-07-28 15:12:51,Europe,1,1079.69
2780,302,13,2023-08-28 13:46:22,South America,2,1335.98
2781,578,9,2023-06-21 01:11:46,Africa,1,1339.44
2782,717,1,2024-01-09 11:45:45,Europe,5,16887.1
2783,408,11,2023-11-21 09:55:23,South America,1,1287.86
2784,996,1,2021-06-24 08:00:51,Oceania,4,13509.68
2785,222,5,2021-12-09 17:08:27,Africa,5,17561.34
2786,622,4,2023-01-29 01:53:29,Oceania,3,3239.08
2787,250,9,2024-10-09 10:37:18,North America,2,2678.89
2788,857,14,2020-01-10 13:04:56,Asia,3,5189.14
2789,984,7,2021-03-18 14:18:34,Oceania,1,1878.98
2790,580,10,2022-11-26 12:08:06,North America,4,2553.12
2791,563,13,2023-06-16 02:46:24,Africa,2,1335.98
2792,782,6,2021-03-31 12:12:11,South America,5,15490.4
2793,677,5,2024-09-06 16:45:06,South America,1,3512.27
2794,587,7,2023-06-18 06:31:23,Oceania,3,5636.95
2795,75,14,2020-02-16 09:29:32,Africa,2,3459.42
2796,494,13,2020-11-01 06:15:28,Oceania,4,2671.96
2797,851,11,2021-08-14 04:47:53,Africa,2,2575.71
2798,322,10,2021-01-08 09:42:46,Asia,3,1914.84
2799,864,4,2023-05-23 15:01:34,Africa,3,3239.08
2800,153,4,2022-08-23 10:39:19,Africa,5,5398.47
2801,279,11,2020-04-01 12:15:24,Europe,1,1287.86
2802,490,13,2020-01-04 00:56:18,North America,2,1335.98
2803,684,14,2023-09-11 03:53:19,Africa,5,8648.56
2804,401,7,2020-06-20 08:20:59,North America,1,1878.98
2805,854,13,2024-04-14 13:27:26,Europe,4,2671.96
2806,77,2,2022-11-06 07:33:10,North America,2,6314.44
2807,50,2,2024-06-27 20:32:37,North America,4,12628.88
2808,627,11,2020-09-05 21:01:10,Asia,3,3863.57
2809,645,10,2022-09-25 12:46:59,North America,1,638.28
2810,465,7,2024-06-09 04:48:12,Europe,2,3757.97
2811,893,10,2023-07-01 08:26:40,Oceania,4,2553.12
2812,148,1,2021-11-16 02:28:28,Oceania,3,10132.26
2813,287,5,2024-03-18 17:55:05,South America,1,3512.27
2814,454,10,2023-04-28 23:32:05,Europe,3,1914.84
2815,60,12,2021-03-10 03:03:41,Oceania,4,3636.36
2816,413,13,2021-02-07 23:38:54,Africa,4,2671.96
2817,141,6,2024-09-21 18:26:03,North America,1,3098.08
2818,764,14,2024-01-13 02:23:33,South America,4,6918.85
2819,946,1,2024-10-22 16:52:23,Oceania,2,6754.84
2820,955,10,2022-03-29 19:24:17,North America,1,638.28
2821,407,9,2022-03-27 11:43:10,North America,5,6697.22
2822,994,4,2021-09-21 15:54:18,South America,2,2159.39
2823,238,2,2022-09-03 04:27:40,Asia,2,6314.44
2824,733,3,2022-12-07 01:45:38,South America,2,4840.96
2825,112,8,2020-09-02 21:54:48,South America,5,15395.18
2826,11,4,2020-11-11 20:03:44,North America,2,2159.39
2827,618,3,2023-03-26 02:08:38,North America,1,2420.48
2828,225,13,2022-01-09 08:33:05,Africa,4,2671.96
2829,686,6,2023-12-24 04:18:21,South America,2,6196.16
2830,560,10,2023-03-14 03:11:01,North America,3,1914.84
2831,195,4,2020-08-18 22:53:47,Oceania,4,4318.78
2832,559,5,2022-04-02 01:54:25,Africa,3,10536.8
2833,51,12,2024-12-03 06:56:32,Asia,2,1818.18
2834,49,3,2022-07-02 11:27:35,Africa,4,9681.92
2835,45,14,2023-09-01 13:36:02,Asia,1,1729.71
2836,292,1,2023-11-04 12:04:28,Europe,2,6754.84
2837,699,5,2023-05-22 15:50:34,South America,1,3512.27
2838,548,2,2023-12-10 03:04:27,Oceania,2,6314.44
2839,810,8,2021-06-13 03:50:40,Europe,5,15395.18
2840,77,1,2020-10-13 16:02:27,South America,2,6754.84
2841,916,14,2024-07-24 01:15:00,Europe,5,8648.56
2842,105,11,2022-03-22 04:54:18,Africa,2,2575.71
2843,953,7,2024-11-13 18:10:11,Africa,2,3757.97
2844,349,12,2023-09-22 14:30:08,Europe,4,3636.36
2845,777,7,2024-08-02 17:35:20,Europe,2,3757.97
2846,898,2,2021-07-04 14:13:40,Africa,5,15786.1
2847,698,6,2020-03-31 14:06:01,Asia,4,12392.32
2848,235,10,2020-03-12 04:56:27,South America,4,2553.12
2849,805,12,2024-08-19 00:11:48,Oceania,5,4545.45
2850,652,7,2021-01-04 16:54:27,South America,4,7515.94
2851,490,12,2023-06-05 00:27:22,South America,1,909.09
2852,242,7,2021-03-31 07:07:31,North America,5,9394.92
2853,374,13,2023-03-14 13:18:13,Africa,1,667.99
2854,148,2,2021-07-14 15:15:03,Europe,2,6314.44
2855,645,6,2021-05-09 16:05:29,North America,3,9294.24
2856,403,11,2020-02-16 01:57:55,Asia,3,3863.57
2857,553,8,2022-04-03 01:01:03,South America,1,3079.04
2858,584,3,2024-06-12 09:35:11,Oceania,1,2420.48
2859,789,3,2024-11-07 20:22:54,Europe,1,2420.48
2860,336,10,2023-11-19 23:56:16,Africa,4,2553.12
2861,978,1,2025-01-09 00:46:01,Africa,5,16887.1
2862,792,11,2021-12-31 19:12:49,South America,3,3863.57
2863,639,10,2022-06-16 06:47:36,Africa,5,3191.4
2864,889,1,2021-01-29 04:25:01,North America,2,6754.84
2865,872,6,2021-12-14 23:03:37,Oceania,1,3098.08
2866,862,9,2022-02-18 02:51:48,Africa,4,5357.77
2867,993,5,2022-07-15 06:43:33,Africa,2,7024.54
2868,346,14,2024-05-10 08:49:12,Africa,5,8648.56
2869,645,2,2022-05-31 00:12:30,Asia,1,3157.22
2870,463,11,2024-04-25 20:32:43,South America,5,6439.28
2871,986,13,2023-10-03 09:35:03,North America,1,667.99
2872,366,3,2024-08-17 01:15:41,South America,2,4840.96
2873,459,7,2021-08-31 21:58:49,Africa,4,7515.94
2874,788,11,2020-03-22 10:56:50,Africa,2,2575.71
2875,463,5,2020-08-30 07:29:39,Africa,4,14049.07
2876,66,12,2024-03-17 14:17:19,Africa,4,3636.36
2877,545,8,2024-08-10 20:43:04,Europe,4,12316.14
2878,878,10,2023-09-18 01:09:26,Africa,5,3191.4
2879,510,12,2021-02-06 07:17:20,Asia,2,1818.18
2880,529,10,2024-03-14 12:23:12,Oceania,2,1276.56
2881,40,13,2022-09-15 18:43:39,Oceania,5,3339.95
2882,537,1,2021-08-01 14:51:03,Oceania,4,13509.68
2883,641,13,2023-02-19 10:50:30,North America,2,1335.98
2884,713,5,2023-01-24 14:11:06,South America,1,3512.27
2885,391,12,2022-10-28 02:32:15,Oceania,5,4545.45
2886,468,10,2020-04-05 04:14:49,Oceania,1,638.28
2887,128,3,2024-08-10 05:18:22,Europe,3,7261.44
2888,798,12,2023-03-09 14:55:45,Asia,3,2727.27
2889,258,3,2023-05-06 13:07:51,South America,5,12102.4
2890,608,7,2021-03-12 01:33:53,Asia,2,3757.97
2891,847,14,2022-07-02 22:26:55,Europe,5,8648.56
2892,654,4,2024-07-13 01:13:20,Oceania,2,2159.39
2893,590,14,2023-04-30 23:48:26,Europe,3,5189.14
2894,888,4,2024-11-13 23:44:17,North America,5,5398.47
2895,349,7,2022-03-21 01:19:09,North America,2,3757.97
2896,701,11,2021-08-02 18:02:17,Africa,3,3863.57
2897,780,6,2021-07-06 17:04:44,Asia,4,12392.32
2898,399,3,2021-06-17 22:36:02,South America,5,12102.4
2899,969,10,2021-11-21 13:41:04,Asia,2,1276.56
2900,543,10,2020-11-13 14:07:47,Europe,3,1914.84
2901,882,9,2024-10-05 15:40:09,Oceania,1,1339.44
2902,401,6,2020-03-20 17:17:37,Oceania,3,9294.24
2903,502,9,2023-04-15 03:03:22,Africa,3,4018.33
2904,333,1,2022-09-22 13:50:37,South America,5,16887.1
2905,792,11,2022-03-24 02:17:21,Europe,3,3863.57
2906,8,4,2021-01-07 18:11:29,Oceania,3,3239.08
2907,916,9,2020-08-19 11:50:28,North America,5,6697.22
2908,936,8,2024-02-13 12:13:45,Europe,5,15395.18
2909,49,4,2022-11-02 12:08:50,Africa,5,5398.47
2910,242,5,2020-09-24 05:22:59,Asia,1,3512.27
2911,216,7,2020-10-01 01:12:34,Asia,3,5636.95
2912,301,8,2022-10-12 05:34:31,Asia,1,3079.04
2913,208,2,2021-06-23 01:49:04,Asia,2,6314.44
2914,635,4,2024-01-18 10:22:03,Oceania,4,4318.78
2915,867,9,2022-01-09 21:39:50,South America,1,1339.44
2916,459,14,2020-05-22 06:30:42,North America,3,5189.14
2917,983,10,2021-04-10 01:26:02,Oceania,3,1914.84
2918,886,11,2022-05-30 17:42:41,North America,1,1287.86
2919,37,13,2021-07-04 22:17:30,South America,3,2003.97
2920,393,10,2021-01-14 02:00:03,Oceania,5,3191.4
2921,606,9,2024-10-10 11:24:03,North America,4,5357.77
2922,620,12,2024-01-25 03:17:39,North America,2,1818.18
2923,279,6,2021-12-31 03:36:38,Africa,2,6196.16
2924,540,9,2023-06-03 13:43:44,Europe,3,4018.33
2925,912,3,2024-09-27 19:14:51,South America,3,7261.44
2926,427,1,2024-12-18 01:55:07,Africa,3,10132.26
2927,426,13,2024-08-01 08:24:26,South America,4,2671.96
2928,287,5,2021-03-05 10:21:36,South America,2,7024.54
2929,724,6,2022-11-13 21:49:01,Oceania,5,15490.4
2930,915,11,2024-08-08 21:56:29,Oceania,3,3863.57
2931,348,12,2023-08-03 23:57:45,Asia,5,4545.45
2932,816,14,2022-06-13 21:16:09,Europe,3,5189.14
2933,515,3,2021-01-03 15:45:53,North America,3,7261.44
2934,832,12,2022-10-29 09:41:41,North America,4,3636.36
2935,140,14,2020-05-02 10:02:24,North America,1,1729.71
2936,160,13,2023-03-03 07:52:53,Oceania,3,2003.97
2937,236,10,2020-08-14 00:29:46,Europe,2,1276.56
2938,135,11,2022-10-09 18:43:59,Asia,1,1287.86
2939,71,4,2022-10-03 13:26:44,Asia,1,1079.69
2940,493,1,2021-09-26 02:08:52,Oceania,5,16887.1
2941,649,7,2021-07-19 22:00:58,Oceania,5,9394.92
2942,103,5,2022-06-02 11:38:22,Africa,3,10536.8
2943,538,10,2023-04-13 17:14:42,Africa,4,2553.12
2944,635,12,2021-03-23 14:48:55,South America,4,3636.36
2945,987,14,2023-08-07 10:33:35,South America,2,3459.42
2946,921,11,2022-06-28 06:55:18,Oceania,4,5151.42
2947,424,3,2021-02-07 01:51:32,Asia,1,2420.48
2948,867,9,2023-02-19 22:16:55,Asia,2,2678.89
2949,215,2,2021-11-09 15:57:54,Europe,5,15786.1
2950,725,9,2021-02-19 11:19:03,Europe,1,1339.44
2951,857,2,2021-09-13 22:35:03,Africa,2,6314.44
2952,147,14,2022-08-05 04:42:48,Africa,1,1729.71
2953,95,1,2020-01-26 05:05:13,North America,4,13509.68
2954,533,4,2022-03-26 05:14:38,South America,4,4318.78
2955,164,4,2023-12-10 01:39:29,Asia,5,5398.47
2956,25,9,2024-01-05 09:34:26,South America,2,2678.89
2957,532,12,2023-11-17 19:52:22,Europe,1,909.09
2958,806,3,2024-01-31 13:19:40,South America,3,7261.44
2959,329,5,2024-10-12 04:50:13,Oceania,3,10536.8
2960,273,8,2023-03-23 05:32:53,Europe,2,6158.07
2961,884,10,2022-10-08 02:08:09,Europe,1,638.28
2962,634,2,2023-11-10 04:52:31,South America,5,15786.1
2963,922,11,2022-01-19 00:53:40,Oceania,5,6439.28
2964,105,7,2024-09-02 20:18:01,Europe,1,1878.98
2965,736,8,2023-12-27 10:12:34,Europe,1,3079.04
2966,65,8,2021-09-08 03:53:59,South America,2,6158.07
2967,807,12,2024-10-19 19:02:24,Oceania,2,1818.18
2968,597,3,2022-10-09 07:05:40,Europe,1,2420.48
2969,177,3,2024-10-27 05:14:04,Africa,5,12102.4
2970,220,12,2021-06-15 21:02:36,North America,4,3636.36
2971,751,7,2024-12-23 01:56:24,North America,3,5636.95
2972,656,5,2024-09-14 12:50:21,Africa,2,7024.54
2973,148,4,2022-10-07 01:24:01,Oceania,2,2159.39
2974,373,12,2024-11-29 13:21:42,Africa,2,1818.18
2975,209,6,2022-08-15 02:43:27,Asia,5,15490.4
2976,428,2,2023-12-09 13:49:42,Oceania,4,12628.88
2977,762,8,2021-05-16 22:54:45,South America,2,6158.07
2978,297,4,2024-11-09 04:06:20,Asia,1,1079.69
2979,268,14,2024-11-29 13:38:34,South America,3,5189.14
2980,626,12,2021-07-14 16:06:27,South America,1,909.09
2981,619,14,2023-09-25 07:00:05,North America,5,8648.56
2982,192,10,2023-09-29 11:20:39,North America,2,1276.56
2983,166,1,2022-02-04 19:34:40,Oceania,3,10132.26
2984,923,10,2024-06-25 07:58:23,South America,4,2553.12
2985,737,2,2024-03-03 09:28:05,Oceania,2,6314.44
2986,917,14,2021-03-05 14:33:31,Africa,3,5189.14
2987,975,9,2022-01-25 01:25:17,Europe,5,6697.22
2988,153,1,2021-02-22 13:10:29,Asia,1,3377.42
2989,407,12,2024-08-29 12:18:41,Europe,1,909.09
2990,178,1,2022-04-04 07:03:50,Africa,1,3377.42
2991,501,10,2024-05-30 07:24:28,Africa,4,2553.12
2992,519,14,2023-09-23 23:13:57,Asia,5,8648.56
2993,701,4,2024-05-16 23:33:51,Asia,3,3239.08
2994,190,4,2023-05-10 04:33:04,North America,5,5398.47
2995,818,14,2021-09-19 13:51:13,North America,1,1729.71
2996,285,5,2023-04-20 00:16:30,Oceania,2,7024.54
2997,84,14,2024-11-17 21:31:49,Asia,5,8648.56
2998,113,8,2022-12-13 17:48:15,Europe,1,3079.04
2999,977,4,2020-10-17 17:01:42,North America,5,5398.47
3000,798,3,2021-06-04 08:13:08,Oceania,5,12102.4
3001,965,10,2020-03-15 15:48:11,North America,3,1914.84
3002,311,4,2022-05-11 04:21:02,Oceania,4,4318.78
3003,889,12,2021-08-22 04:02:01,North America,5,4545.45
3004,627,14,2020-01-16 06:18:02,Africa,2,3459.42
3005,426,8,2021-10-15 17:50:11,Oceania,1,3079.04
3006,608,8,2020-12-23 19:42:29,Europe,1,3079.04
3007,408,1,2021-04-16 14:05:17,North America,2,6754.84
3008,213,3,2023-12-01 05:47:34,South America,1,2420.48
3009,478,13,2020-06-15 05:30:26,North America,2,1335.98
3010,621,13,2020-12-26 04:39:28,North America,1,667.99
3011,392,7,2021-02-06 08:24:16,Europe,1,1878.98
3012,43,2,2020-04-09 03:55:50,South America,5,15786.1
3013,140,12,2024-07-02 00:40:21,South America,3,2727.27
3014,955,4,2021-10-27 03:38:58,North America,2,2159.39
3015,301,10,2023-09-02 11:08:09,South America,2,1276.56
3016,346,4,2020-02-11 15:51:08,Oceania,5,5398.47
3017,184,8,2024-06-06 16:01:56,North America,3,9237.11
3018,154,13,2021-07-01 05:44:20,North America,3,2003.97
3019,93,5,2024-09-30 20:19:22,Oceania,1,3512.27
3020,405,11,2021-03-12 20:43:55,Asia,5,6439.28
3021,881,1,2022-10-11 19:59:21,Europe,5,16887.1
3022,154,10,2023-03-12 21:02:47,Europe,3,1914.84
3023,18,14,2021-08-24 15:52:50,Oceania,5,8648.56
3024,868,6,2023-03-28 03:48:35,North America,3,9294.24
3025,830,12,2021-10-28 19:05:24,Oceania,1,909.09
3026,683,10,2022-12-08 14:52:09,Europe,5,3191.4
3027,798,12,2024-03-22 18:03:08,North America,5,4545.45
3028,795,2,2023-11-10 16:53:03,North America,2,6314.44
3029,146,5,2023-08-09 21:27:00,Asia,2,7024.54
3030,563,6,2023-02-13 06:26:00,South America,5,15490.4
3031,315,13,2021-10-20 16:48:20,North America,2,1335.98
3032,266,2,2020-03-20 16:16:15,Europe,2,6314.44
3033,494,1,2021-01-17 11:57:35,Asia,4,13509.68
3034,629,3,2021-12-18 02:12:07,Africa,4,9681.92
