log_id,user_id,activity_type,destination_id,activity_timestamp,additional_data
6044,515,booking,,2020-05-14 17:54:28,"{""info"": ""Sample log data"", ""session_id"": 2904}"
6045,817,booking,8.0,2024-09-25 06:26:39,"{""info"": ""Sample log data"", ""session_id"": 3897}"
6046,992,click,,2020-12-08 14:01:12,"{""info"": ""Sample log data"", ""session_id"": 8729}"
6047,665,click,6.0,2024-05-22 14:29:38,"{""info"": ""Sample log data"", ""session_id"": 5234}"
6048,705,booking,12.0,2023-10-05 18:38:00,"{""info"": ""Sample log data"", ""session_id"": 2921}"
6049,655,search,,2022-10-09 18:02:24,"{""info"": ""Sample log data"", ""session_id"": 2499}"
6050,1000,click,,2020-12-26 01:15:31,"{""info"": ""Sample log data"", ""session_id"": 3640}"
6051,112,review_submission,,2023-10-10 02:45:37,"{""info"": ""Sample log data"", ""session_id"": 7131}"
6052,981,review_submission,13.0,2023-05-01 11:03:58,"{""info"": ""Sample log data"", ""session_id"": 6601}"
6053,128,click,,2020-03-14 07:38:55,"{""info"": ""Sample log data"", ""session_id"": 5965}"
6054,470,search,12.0,2021-08-22 03:37:52,"{""info"": ""Sample log data"", ""session_id"": 8424}"
6055,782,search,11.0,2023-02-01 02:21:13,"{""info"": ""Sample log data"", ""session_id"": 1370}"
6056,386,click,2.0,2020-01-23 22:50:05,"{""info"": ""Sample log data"", ""session_id"": 4588}"
6057,878,booking,9.0,2022-01-16 09:30:57,"{""info"": ""Sample log data"", ""session_id"": 8283}"
6058,635,booking,,2021-07-19 12:54:57,"{""info"": ""Sample log data"", ""session_id"": 5324}"
6059,384,click,5.0,2023-02-11 04:51:47,"{""info"": ""Sample log data"", ""session_id"": 6933}"
6060,519,review_submission,3.0,2023-02-02 14:31:54,"{""info"": ""Sample log data"", ""session_id"": 2038}"
6061,810,booking,,2021-05-01 09:59:35,"{""info"": ""Sample log data"", ""session_id"": 3777}"
6062,615,click,,2024-02-08 09:10:42,"{""info"": ""Sample log data"", ""session_id"": 1545}"
6063,187,booking,,2023-01-08 08:44:37,"{""info"": ""Sample log data"", ""session_id"": 6237}"
6064,936,booking,,2021-02-26 16:49:08,"{""info"": ""Sample log data"", ""session_id"": 3584}"
6065,862,search,,2024-04-08 15:07:07,"{""info"": ""Sample log data"", ""session_id"": 8408}"
6066,956,click,14.0,2021-07-31 07:19:03,"{""info"": ""Sample log data"", ""session_id"": 9257}"
6067,673,review_submission,8.0,2022-02-10 23:12:44,"{""info"": ""Sample log data"", ""session_id"": 6997}"
6068,693,click,8.0,2023-08-24 04:00:52,"{""info"": ""Sample log data"", ""session_id"": 4530}"
6069,150,click,1.0,2020-08-18 18:25:08,"{""info"": ""Sample log data"", ""session_id"": 8216}"
6070,88,booking,,2023-08-29 11:53:38,"{""info"": ""Sample log data"", ""session_id"": 4095}"
6071,136,booking,11.0,2023-05-05 23:02:32,"{""info"": ""Sample log data"", ""session_id"": 7782}"
6072,130,search,,2024-01-08 18:52:56,"{""info"": ""Sample log data"", ""session_id"": 5422}"
6073,816,review_submission,,2022-05-28 05:00:26,"{""info"": ""Sample log data"", ""session_id"": 9050}"
6074,53,click,11.0,2021-10-22 12:05:43,"{""info"": ""Sample log data"", ""session_id"": 7780}"
6075,403,click,,2020-06-16 11:19:35,"{""info"": ""Sample log data"", ""session_id"": 3088}"
6076,396,review_submission,14.0,2023-11-18 22:06:25,"{""info"": ""Sample log data"", ""session_id"": 6465}"
6077,958,booking,,2021-12-04 08:06:51,"{""info"": ""Sample log data"", ""session_id"": 2093}"
6078,545,review_submission,,2021-07-20 23:46:54,"{""info"": ""Sample log data"", ""session_id"": 4053}"
6079,520,review_submission,7.0,2023-10-18 00:57:40,"{""info"": ""Sample log data"", ""session_id"": 3570}"
6080,474,booking,7.0,2020-02-02 10:52:45,"{""info"": ""Sample log data"", ""session_id"": 5028}"
6081,899,booking,2.0,2023-03-06 23:55:11,"{""info"": ""Sample log data"", ""session_id"": 3827}"
6082,824,review_submission,1.0,2023-03-04 22:15:50,"{""info"": ""Sample log data"", ""session_id"": 2453}"
6083,489,search,,2024-10-23 17:44:45,"{""info"": ""Sample log data"", ""session_id"": 8289}"
6084,265,booking,1.0,2024-01-21 04:23:12,"{""info"": ""Sample log data"", ""session_id"": 1814}"
6085,438,booking,,2020-06-05 10:53:54,"{""info"": ""Sample log data"", ""session_id"": 8745}"
6086,676,search,11.0,2022-09-22 07:11:27,"{""info"": ""Sample log data"", ""session_id"": 4747}"
6087,820,booking,7.0,2020-10-28 06:12:31,"{""info"": ""Sample log data"", ""session_id"": 6322}"
6088,867,booking,,2021-07-20 15:24:53,"{""info"": ""Sample log data"", ""session_id"": 5263}"
6089,645,search,13.0,2023-09-26 18:19:27,"{""info"": ""Sample log data"", ""session_id"": 4022}"
6090,56,search,6.0,2020-12-21 19:20:45,"{""info"": ""Sample log data"", ""session_id"": 4753}"
6091,947,search,9.0,2025-01-21 02:06:32,"{""info"": ""Sample log data"", ""session_id"": 6746}"
6092,196,search,,2022-10-01 09:52:21,"{""info"": ""Sample log data"", ""session_id"": 3021}"
6093,361,click,3.0,2022-03-27 18:51:31,"{""info"": ""Sample log data"", ""session_id"": 6364}"
6094,812,search,,2020-03-31 13:49:54,"{""info"": ""Sample log data"", ""session_id"": 8868}"
6095,804,search,12.0,2024-02-25 21:38:58,"{""info"": ""Sample log data"", ""session_id"": 7281}"
6096,393,review_submission,1.0,2023-04-08 04:16:08,"{""info"": ""Sample log data"", ""session_id"": 1163}"
6097,439,search,6.0,2023-07-28 04:49:02,"{""info"": ""Sample log data"", ""session_id"": 5747}"
6098,29,booking,2.0,2024-08-05 22:42:18,"{""info"": ""Sample log data"", ""session_id"": 4753}"
6099,183,booking,1.0,2022-07-02 04:06:33,"{""info"": ""Sample log data"", ""session_id"": 5594}"
6100,42,review_submission,10.0,2022-04-29 11:25:41,"{""info"": ""Sample log data"", ""session_id"": 4311}"
6101,935,click,6.0,2020-11-10 14:14:14,"{""info"": ""Sample log data"", ""session_id"": 8446}"
6102,195,click,,2023-09-08 01:14:55,"{""info"": ""Sample log data"", ""session_id"": 2788}"
6103,360,booking,3.0,2022-06-20 22:45:32,"{""info"": ""Sample log data"", ""session_id"": 2314}"
6104,69,click,5.0,2022-06-30 23:39:29,"{""info"": ""Sample log data"", ""session_id"": 2703}"
6105,142,review_submission,12.0,2023-04-10 03:22:29,"{""info"": ""Sample log data"", ""session_id"": 7060}"
6106,553,click,6.0,2024-01-05 14:07:06,"{""info"": ""Sample log data"", ""session_id"": 4929}"
6107,550,click,,2024-04-04 07:34:29,"{""info"": ""Sample log data"", ""session_id"": 9948}"
6108,332,review_submission,,2022-04-13 19:36:47,"{""info"": ""Sample log data"", ""session_id"": 6325}"
6109,774,review_submission,,2023-09-26 03:54:17,"{""info"": ""Sample log data"", ""session_id"": 1846}"
6110,984,click,,2024-03-07 11:47:53,"{""info"": ""Sample log data"", ""session_id"": 8027}"
6111,339,search,3.0,2025-01-20 15:59:19,"{""info"": ""Sample log data"", ""session_id"": 5143}"
6112,892,booking,,2021-11-07 06:22:51,"{""info"": ""Sample log data"", ""session_id"": 1081}"
6113,475,booking,,2024-04-09 08:08:49,"{""info"": ""Sample log data"", ""session_id"": 5296}"
6114,257,search,12.0,2021-12-27 13:58:59,"{""info"": ""Sample log data"", ""session_id"": 1956}"
6115,492,review_submission,,2023-04-14 19:02:54,"{""info"": ""Sample log data"", ""session_id"": 6404}"
6116,943,search,11.0,2024-09-23 22:13:37,"{""info"": ""Sample log data"", ""session_id"": 7912}"
6117,14,search,2.0,2023-10-13 06:01:00,"{""info"": ""Sample log data"", ""session_id"": 7694}"
6118,856,search,1.0,2024-08-25 22:40:47,"{""info"": ""Sample log data"", ""session_id"": 9842}"
6119,100,click,8.0,2020-12-15 15:29:11,"{""info"": ""Sample log data"", ""session_id"": 2815}"
6120,46,booking,8.0,2024-04-29 07:14:03,"{""info"": ""Sample log data"", ""session_id"": 5385}"
6121,284,booking,,2021-12-16 12:33:08,"{""info"": ""Sample log data"", ""session_id"": 3197}"
6122,358,review_submission,8.0,2020-10-04 17:13:40,"{""info"": ""Sample log data"", ""session_id"": 2053}"
6123,577,booking,2.0,2020-01-24 12:38:36,"{""info"": ""Sample log data"", ""session_id"": 5465}"
6124,371,click,,2024-06-20 04:02:22,"{""info"": ""Sample log data"", ""session_id"": 3175}"
6125,73,review_submission,,2020-10-01 23:38:32,"{""info"": ""Sample log data"", ""session_id"": 5915}"
6126,825,review_submission,3.0,2020-01-01 11:45:54,"{""info"": ""Sample log data"", ""session_id"": 1112}"
6127,546,review_submission,,2022-07-16 00:30:03,"{""info"": ""Sample log data"", ""session_id"": 2749}"
6128,316,click,,2021-05-29 09:15:36,"{""info"": ""Sample log data"", ""session_id"": 3623}"
6129,184,booking,,2024-12-05 07:29:22,"{""info"": ""Sample log data"", ""session_id"": 4111}"
6130,81,booking,10.0,2023-01-07 23:45:08,"{""info"": ""Sample log data"", ""session_id"": 5707}"
6131,550,search,12.0,2024-03-09 08:52:35,"{""info"": ""Sample log data"", ""session_id"": 4290}"
6132,147,review_submission,7.0,2025-01-09 18:08:50,"{""info"": ""Sample log data"", ""session_id"": 1668}"
6133,243,review_submission,,2022-02-06 14:52:15,"{""info"": ""Sample log data"", ""session_id"": 2448}"
6134,100,search,13.0,2022-09-18 04:18:25,"{""info"": ""Sample log data"", ""session_id"": 4165}"
6135,802,review_submission,,2024-12-08 15:26:17,"{""info"": ""Sample log data"", ""session_id"": 4592}"
6136,214,booking,,2020-12-21 03:49:44,"{""info"": ""Sample log data"", ""session_id"": 6684}"
6137,684,search,,2024-11-20 05:27:56,"{""info"": ""Sample log data"", ""session_id"": 5490}"
6138,41,search,,2023-09-02 21:00:12,"{""info"": ""Sample log data"", ""session_id"": 8749}"
6139,138,click,,2024-06-08 22:54:33,"{""info"": ""Sample log data"", ""session_id"": 9788}"
6140,997,search,2.0,2020-10-26 01:27:47,"{""info"": ""Sample log data"", ""session_id"": 1769}"
6141,450,review_submission,14.0,2022-10-04 03:14:14,"{""info"": ""Sample log data"", ""session_id"": 6955}"
6142,914,booking,,2020-05-20 01:12:36,"{""info"": ""Sample log data"", ""session_id"": 5124}"
6143,148,booking,,2023-12-26 12:39:16,"{""info"": ""Sample log data"", ""session_id"": 7656}"
6144,608,review_submission,8.0,2021-02-10 22:33:26,"{""info"": ""Sample log data"", ""session_id"": 7115}"
6145,910,booking,,2023-04-02 03:01:08,"{""info"": ""Sample log data"", ""session_id"": 1493}"
6146,922,review_submission,13.0,2021-06-30 20:38:17,"{""info"": ""Sample log data"", ""session_id"": 9975}"
6147,650,review_submission,,2021-01-29 18:44:10,"{""info"": ""Sample log data"", ""session_id"": 4429}"
6148,564,search,,2020-12-28 19:18:29,"{""info"": ""Sample log data"", ""session_id"": 3553}"
6149,119,review_submission,,2021-07-12 21:08:01,"{""info"": ""Sample log data"", ""session_id"": 7298}"
6150,689,review_submission,9.0,2024-01-23 19:10:28,"{""info"": ""Sample log data"", ""session_id"": 4749}"
6151,272,click,9.0,2022-04-05 00:29:50,"{""info"": ""Sample log data"", ""session_id"": 3787}"
6152,407,booking,,2022-06-21 20:24:13,"{""info"": ""Sample log data"", ""session_id"": 7457}"
6153,844,search,,2024-04-21 16:06:47,"{""info"": ""Sample log data"", ""session_id"": 9635}"
6154,589,booking,9.0,2021-03-28 05:18:38,"{""info"": ""Sample log data"", ""session_id"": 2152}"
6155,639,search,11.0,2021-08-09 00:14:09,"{""info"": ""Sample log data"", ""session_id"": 1517}"
6156,944,booking,5.0,2020-10-22 00:04:46,"{""info"": ""Sample log data"", ""session_id"": 8837}"
6157,620,booking,,2024-07-10 20:11:02,"{""info"": ""Sample log data"", ""session_id"": 6674}"
6158,427,booking,,2020-02-13 22:30:32,"{""info"": ""Sample log data"", ""session_id"": 5640}"
6159,320,review_submission,,2020-03-18 00:45:36,"{""info"": ""Sample log data"", ""session_id"": 6066}"
6160,702,booking,,2021-11-01 05:53:15,"{""info"": ""Sample log data"", ""session_id"": 2502}"
6161,435,review_submission,,2020-10-22 19:55:10,"{""info"": ""Sample log data"", ""session_id"": 8977}"
6162,57,search,1.0,2021-11-11 05:28:23,"{""info"": ""Sample log data"", ""session_id"": 8219}"
6163,601,search,,2022-04-05 16:35:30,"{""info"": ""Sample log data"", ""session_id"": 3048}"
6164,120,click,12.0,2023-08-15 13:28:15,"{""info"": ""Sample log data"", ""session_id"": 7466}"
6165,22,booking,14.0,2024-07-21 07:11:51,"{""info"": ""Sample log data"", ""session_id"": 6340}"
6166,429,search,13.0,2024-10-03 06:17:52,"{""info"": ""Sample log data"", ""session_id"": 2585}"
6167,643,review_submission,1.0,2023-09-25 17:34:28,"{""info"": ""Sample log data"", ""session_id"": 3305}"
6168,283,click,,2022-10-20 17:42:16,"{""info"": ""Sample log data"", ""session_id"": 4849}"
6169,19,review_submission,,2021-03-29 05:58:30,"{""info"": ""Sample log data"", ""session_id"": 3482}"
6170,389,review_submission,,2023-10-14 13:06:57,"{""info"": ""Sample log data"", ""session_id"": 4697}"
6171,286,booking,,2020-07-11 18:16:38,"{""info"": ""Sample log data"", ""session_id"": 2463}"
6172,755,booking,12.0,2020-05-19 05:04:52,"{""info"": ""Sample log data"", ""session_id"": 9670}"
6173,381,booking,,2024-11-22 11:07:53,"{""info"": ""Sample log data"", ""session_id"": 2104}"
6174,729,booking,,2022-12-23 21:00:08,"{""info"": ""Sample log data"", ""session_id"": 2106}"
6175,448,review_submission,13.0,2020-12-09 06:20:04,"{""info"": ""Sample log data"", ""session_id"": 3342}"
6176,452,search,,2021-03-16 10:31:48,"{""info"": ""Sample log data"", ""session_id"": 7648}"
6177,95,review_submission,,2024-01-01 06:34:32,"{""info"": ""Sample log data"", ""session_id"": 1985}"
6178,682,review_submission,9.0,2024-01-14 10:18:09,"{""info"": ""Sample log data"", ""session_id"": 3298}"
6179,904,search,,2022-03-04 02:36:45,"{""info"": ""Sample log data"", ""session_id"": 9868}"
6180,668,booking,,2020-08-31 01:12:12,"{""info"": ""Sample log data"", ""session_id"": 5037}"
6181,225,click,,2024-09-17 00:31:10,"{""info"": ""Sample log data"", ""session_id"": 2500}"
6182,718,review_submission,,2024-09-18 09:40:07,"{""info"": ""Sample log data"", ""session_id"": 2475}"
6183,234,search,14.0,2022-08-01 13:39:10,"{""info"": ""Sample log data"", ""session_id"": 4961}"
6184,906,review_submission,,2023-04-29 15:51:10,"{""info"": ""Sample log data"", ""session_id"": 2885}"
6185,685,booking,4.0,2020-01-24 18:07:12,"{""info"": ""Sample log data"", ""session_id"": 6629}"
6186,570,search,,2023-03-26 06:32:10,"{""info"": ""Sample log data"", ""session_id"": 3708}"
6187,941,booking,,2023-08-24 09:20:27,"{""info"": ""Sample log data"", ""session_id"": 7192}"
6188,95,search,14.0,2020-04-18 12:11:37,"{""info"": ""Sample log data"", ""session_id"": 8123}"
6189,993,search,,2024-04-25 08:05:10,"{""info"": ""Sample log data"", ""session_id"": 2115}"
6190,812,review_submission,2.0,2021-04-06 10:05:54,"{""info"": ""Sample log data"", ""session_id"": 9879}"
6191,442,booking,,2023-04-10 20:57:39,"{""info"": ""Sample log data"", ""session_id"": 2848}"
6192,307,booking,1.0,2024-09-15 10:17:58,"{""info"": ""Sample log data"", ""session_id"": 2175}"
6193,575,review_submission,,2020-06-25 20:25:03,"{""info"": ""Sample log data"", ""session_id"": 4722}"
6194,835,review_submission,5.0,2023-04-10 11:23:44,"{""info"": ""Sample log data"", ""session_id"": 2225}"
6195,182,booking,,2021-05-30 22:18:01,"{""info"": ""Sample log data"", ""session_id"": 7343}"
6196,897,search,9.0,2021-02-09 05:44:07,"{""info"": ""Sample log data"", ""session_id"": 6104}"
6197,65,booking,14.0,2020-07-26 10:12:41,"{""info"": ""Sample log data"", ""session_id"": 3548}"
6198,83,click,13.0,2024-08-24 08:14:47,"{""info"": ""Sample log data"", ""session_id"": 8449}"
6199,212,search,,2020-04-30 21:56:22,"{""info"": ""Sample log data"", ""session_id"": 4848}"
6200,666,click,,2023-01-19 08:57:25,"{""info"": ""Sample log data"", ""session_id"": 8554}"
6201,233,review_submission,,2023-02-15 18:38:38,"{""info"": ""Sample log data"", ""session_id"": 8137}"
6202,973,booking,11.0,2020-03-08 05:16:53,"{""info"": ""Sample log data"", ""session_id"": 6046}"
6203,379,click,,2021-01-27 16:26:26,"{""info"": ""Sample log data"", ""session_id"": 6529}"
6204,624,booking,12.0,2021-08-22 17:56:58,"{""info"": ""Sample log data"", ""session_id"": 9114}"
6205,395,booking,,2020-09-04 08:23:44,"{""info"": ""Sample log data"", ""session_id"": 4167}"
6206,243,search,,2022-09-19 03:45:48,"{""info"": ""Sample log data"", ""session_id"": 6914}"
6207,160,click,,2022-10-02 19:11:32,"{""info"": ""Sample log data"", ""session_id"": 5757}"
6208,982,booking,13.0,2021-06-09 06:43:24,"{""info"": ""Sample log data"", ""session_id"": 9347}"
6209,350,search,5.0,2021-12-31 06:47:07,"{""info"": ""Sample log data"", ""session_id"": 7423}"
6210,755,click,,2022-09-06 14:18:32,"{""info"": ""Sample log data"", ""session_id"": 9649}"
6211,793,review_submission,14.0,2021-12-31 17:21:43,"{""info"": ""Sample log data"", ""session_id"": 4458}"
6212,753,click,11.0,2020-02-03 12:35:11,"{""info"": ""Sample log data"", ""session_id"": 6698}"
6213,438,search,13.0,2020-12-01 04:56:24,"{""info"": ""Sample log data"", ""session_id"": 2276}"
6214,127,click,8.0,2021-10-03 23:49:46,"{""info"": ""Sample log data"", ""session_id"": 7888}"
6215,481,search,9.0,2021-01-22 10:44:51,"{""info"": ""Sample log data"", ""session_id"": 4461}"
6216,760,booking,12.0,2021-04-16 17:38:31,"{""info"": ""Sample log data"", ""session_id"": 2251}"
6217,834,search,2.0,2024-05-23 21:25:54,"{""info"": ""Sample log data"", ""session_id"": 1490}"
6218,968,click,11.0,2024-04-25 08:23:47,"{""info"": ""Sample log data"", ""session_id"": 8898}"
6219,599,click,4.0,2020-05-25 02:51:46,"{""info"": ""Sample log data"", ""session_id"": 2035}"
6220,193,search,,2020-03-06 06:11:24,"{""info"": ""Sample log data"", ""session_id"": 3649}"
6221,19,click,,2024-04-22 12:43:18,"{""info"": ""Sample log data"", ""session_id"": 2937}"
6222,559,search,5.0,2021-09-25 13:59:04,"{""info"": ""Sample log data"", ""session_id"": 6206}"
6223,945,review_submission,3.0,2023-02-21 05:45:13,"{""info"": ""Sample log data"", ""session_id"": 9281}"
6224,736,search,,2024-02-18 21:07:17,"{""info"": ""Sample log data"", ""session_id"": 8137}"
6225,513,search,,2024-09-24 22:18:21,"{""info"": ""Sample log data"", ""session_id"": 9109}"
6226,583,search,,2022-05-31 10:45:08,"{""info"": ""Sample log data"", ""session_id"": 7860}"
6227,268,booking,3.0,2022-12-05 22:41:17,"{""info"": ""Sample log data"", ""session_id"": 9677}"
6228,740,review_submission,,2020-03-28 18:49:20,"{""info"": ""Sample log data"", ""session_id"": 4043}"
6229,703,review_submission,1.0,2024-11-27 02:15:51,"{""info"": ""Sample log data"", ""session_id"": 1662}"
6230,827,review_submission,,2021-03-26 04:39:48,"{""info"": ""Sample log data"", ""session_id"": 3505}"
6231,949,booking,9.0,2020-10-08 14:29:30,"{""info"": ""Sample log data"", ""session_id"": 5934}"
6232,475,review_submission,9.0,2023-06-01 22:07:16,"{""info"": ""Sample log data"", ""session_id"": 4116}"
6233,663,search,,2023-01-14 10:08:15,"{""info"": ""Sample log data"", ""session_id"": 9347}"
6234,385,review_submission,11.0,2022-04-28 15:48:15,"{""info"": ""Sample log data"", ""session_id"": 1885}"
6235,799,click,,2024-07-31 22:00:14,"{""info"": ""Sample log data"", ""session_id"": 5131}"
6236,909,booking,,2022-01-20 20:21:07,"{""info"": ""Sample log data"", ""session_id"": 7903}"
6237,466,click,11.0,2023-07-18 07:26:41,"{""info"": ""Sample log data"", ""session_id"": 4113}"
6238,224,booking,,2020-06-29 20:08:43,"{""info"": ""Sample log data"", ""session_id"": 9303}"
6239,686,search,,2023-01-21 12:04:24,"{""info"": ""Sample log data"", ""session_id"": 7189}"
6240,418,search,,2022-08-08 10:06:12,"{""info"": ""Sample log data"", ""session_id"": 7945}"
6241,399,booking,,2024-12-23 11:47:30,"{""info"": ""Sample log data"", ""session_id"": 1960}"
6242,538,booking,8.0,2020-06-01 15:52:31,"{""info"": ""Sample log data"", ""session_id"": 8919}"
6243,45,review_submission,2.0,2022-03-08 23:04:02,"{""info"": ""Sample log data"", ""session_id"": 1232}"
6244,962,click,3.0,2022-11-20 11:11:01,"{""info"": ""Sample log data"", ""session_id"": 7845}"
6245,12,review_submission,,2022-12-29 08:33:42,"{""info"": ""Sample log data"", ""session_id"": 3844}"
6246,183,booking,,2022-06-15 23:15:53,"{""info"": ""Sample log data"", ""session_id"": 4513}"
6247,446,search,,2024-07-17 08:00:08,"{""info"": ""Sample log data"", ""session_id"": 9423}"
6248,832,booking,,2020-07-25 01:11:16,"{""info"": ""Sample log data"", ""session_id"": 9734}"
6249,112,review_submission,,2023-09-27 21:13:33,"{""info"": ""Sample log data"", ""session_id"": 6180}"
6250,452,review_submission,9.0,2023-09-05 00:19:31,"{""info"": ""Sample log data"", ""session_id"": 4499}"
6251,815,review_submission,10.0,2020-04-22 18:52:46,"{""info"": ""Sample log data"", ""session_id"": 9310}"
6252,595,review_submission,4.0,2021-11-16 20:25:22,"{""info"": ""Sample log data"", ""session_id"": 7946}"
6253,364,search,,2022-05-04 07:11:02,"{""info"": ""Sample log data"", ""session_id"": 7943}"
6254,449,booking,4.0,2022-07-13 03:00:17,"{""info"": ""Sample log data"", ""session_id"": 1106}"
6255,581,review_submission,,2022-11-16 00:26:50,"{""info"": ""Sample log data"", ""session_id"": 6525}"
6256,809,search,2.0,2021-10-03 21:10:42,"{""info"": ""Sample log data"", ""session_id"": 4189}"
6257,836,booking,14.0,2020-10-04 05:34:02,"{""info"": ""Sample log data"", ""session_id"": 8699}"
6258,743,click,,2022-06-16 00:53:36,"{""info"": ""Sample log data"", ""session_id"": 7920}"
6259,713,click,,2021-12-29 05:23:18,"{""info"": ""Sample log data"", ""session_id"": 5216}"
6260,21,click,7.0,2020-05-30 22:52:59,"{""info"": ""Sample log data"", ""session_id"": 3004}"
6261,340,booking,14.0,2023-03-30 01:52:09,"{""info"": ""Sample log data"", ""session_id"": 4400}"
6262,925,click,4.0,2020-05-22 20:52:57,"{""info"": ""Sample log data"", ""session_id"": 8289}"
6263,720,booking,,2024-05-17 00:07:43,"{""info"": ""Sample log data"", ""session_id"": 9978}"
6264,289,review_submission,3.0,2023-03-01 01:54:43,"{""info"": ""Sample log data"", ""session_id"": 5757}"
6265,138,search,12.0,2020-10-07 12:45:22,"{""info"": ""Sample log data"", ""session_id"": 9494}"
6266,430,review_submission,14.0,2023-12-30 22:40:48,"{""info"": ""Sample log data"", ""session_id"": 3698}"
6267,409,click,,2020-05-23 13:12:41,"{""info"": ""Sample log data"", ""session_id"": 2303}"
6268,800,search,,2023-09-28 11:29:57,"{""info"": ""Sample log data"", ""session_id"": 5196}"
6269,111,search,14.0,2023-12-10 00:25:22,"{""info"": ""Sample log data"", ""session_id"": 2303}"
6270,663,booking,13.0,2021-08-24 09:07:14,"{""info"": ""Sample log data"", ""session_id"": 2802}"
6271,605,booking,9.0,2024-07-30 13:41:04,"{""info"": ""Sample log data"", ""session_id"": 3297}"
6272,479,review_submission,12.0,2022-04-19 03:46:51,"{""info"": ""Sample log data"", ""session_id"": 4439}"
6273,815,booking,7.0,2023-02-27 01:10:54,"{""info"": ""Sample log data"", ""session_id"": 8318}"
6274,752,search,,2024-07-27 13:17:05,"{""info"": ""Sample log data"", ""session_id"": 4226}"
6275,325,booking,8.0,2023-12-20 19:04:17,"{""info"": ""Sample log data"", ""session_id"": 5678}"
6276,341,review_submission,,2023-10-21 06:08:19,"{""info"": ""Sample log data"", ""session_id"": 4031}"
6277,460,booking,,2025-01-24 01:00:50,"{""info"": ""Sample log data"", ""session_id"": 4311}"
6278,127,search,8.0,2021-02-01 19:57:46,"{""info"": ""Sample log data"", ""session_id"": 5059}"
6279,195,review_submission,8.0,2021-03-26 13:23:40,"{""info"": ""Sample log data"", ""session_id"": 2760}"
6280,340,booking,5.0,2021-11-12 17:34:24,"{""info"": ""Sample log data"", ""session_id"": 8191}"
6281,252,review_submission,8.0,2022-04-22 06:32:56,"{""info"": ""Sample log data"", ""session_id"": 2687}"
6282,257,booking,,2020-09-17 08:04:44,"{""info"": ""Sample log data"", ""session_id"": 4548}"
6283,405,booking,4.0,2022-01-26 16:10:58,"{""info"": ""Sample log data"", ""session_id"": 7027}"
6284,578,search,7.0,2021-01-31 10:15:57,"{""info"": ""Sample log data"", ""session_id"": 9286}"
6285,469,review_submission,,2022-03-18 21:33:29,"{""info"": ""Sample log data"", ""session_id"": 9208}"
6286,293,search,14.0,2022-05-28 10:46:11,"{""info"": ""Sample log data"", ""session_id"": 3456}"
6287,70,search,,2025-01-09 01:33:52,"{""info"": ""Sample log data"", ""session_id"": 9516}"
6288,531,booking,,2020-01-15 04:21:39,"{""info"": ""Sample log data"", ""session_id"": 2131}"
6289,696,review_submission,,2023-04-27 22:25:28,"{""info"": ""Sample log data"", ""session_id"": 8245}"
6290,587,click,14.0,2024-03-12 23:43:57,"{""info"": ""Sample log data"", ""session_id"": 9806}"
6291,690,click,7.0,2024-03-14 12:35:39,"{""info"": ""Sample log data"", ""session_id"": 9504}"
6292,612,search,,2024-07-15 15:26:00,"{""info"": ""Sample log data"", ""session_id"": 3997}"
6293,833,search,8.0,2022-01-25 22:48:31,"{""info"": ""Sample log data"", ""session_id"": 9525}"
6294,73,search,2.0,2023-06-08 14:36:58,"{""info"": ""Sample log data"", ""session_id"": 3134}"
6295,288,search,9.0,2020-09-10 23:01:08,"{""info"": ""Sample log data"", ""session_id"": 6477}"
6296,810,click,,2022-03-21 02:56:58,"{""info"": ""Sample log data"", ""session_id"": 7475}"
6297,494,booking,,2022-09-25 14:52:06,"{""info"": ""Sample log data"", ""session_id"": 7736}"
6298,708,click,12.0,2021-03-25 02:14:17,"{""info"": ""Sample log data"", ""session_id"": 6389}"
6299,24,booking,,2023-12-19 00:05:43,"{""info"": ""Sample log data"", ""session_id"": 9558}"
6300,886,booking,9.0,2023-03-09 00:03:25,"{""info"": ""Sample log data"", ""session_id"": 6426}"
6301,269,review_submission,5.0,2020-01-23 22:14:39,"{""info"": ""Sample log data"", ""session_id"": 1466}"
6302,131,click,,2021-11-17 05:56:41,"{""info"": ""Sample log data"", ""session_id"": 8418}"
6303,887,search,5.0,2022-06-02 05:16:55,"{""info"": ""Sample log data"", ""session_id"": 4154}"
6304,693,search,13.0,2022-02-03 00:47:43,"{""info"": ""Sample log data"", ""session_id"": 8557}"
6305,887,click,,2021-05-02 12:13:57,"{""info"": ""Sample log data"", ""session_id"": 9772}"
6306,566,booking,14.0,2024-11-11 09:37:08,"{""info"": ""Sample log data"", ""session_id"": 7603}"
6307,622,review_submission,,2021-11-23 11:35:02,"{""info"": ""Sample log data"", ""session_id"": 9665}"
6308,704,booking,,2022-09-05 03:57:43,"{""info"": ""Sample log data"", ""session_id"": 2787}"
6309,181,click,,2021-03-02 02:01:33,"{""info"": ""Sample log data"", ""session_id"": 2406}"
6310,845,booking,13.0,2022-10-22 03:48:47,"{""info"": ""Sample log data"", ""session_id"": 7295}"
6311,6,click,3.0,2022-04-15 23:40:25,"{""info"": ""Sample log data"", ""session_id"": 9126}"
6312,668,search,4.0,2020-09-18 05:12:45,"{""info"": ""Sample log data"", ""session_id"": 4879}"
6313,801,click,8.0,2020-07-04 01:37:10,"{""info"": ""Sample log data"", ""session_id"": 7362}"
