user_id,preferences,last_updated
336,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""family\"", \""luxury\"", \""adventurous\"", \""cultural\""]""}",2022-02-07 23:50:07
337,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""luxury\"", \""cultural\""]""}",2020-12-16 14:18:23
338,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""historic\"", \""cultural\"", \""family\""]""}",2020-07-28 01:34:25
339,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""romantic\"", \""luxury\""]""}",2020-05-31 05:34:10
340,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""family\"", \""adventurous\""]""}",2021-12-29 01:36:10
341,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""luxury\"", \""cultural\""]""}",2024-11-24 21:54:01
342,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""budget\"", \""cultural\"", \""scenic\"", \""family\""]""}",2024-06-07 11:17:45
343,"{""preferred_transport"": ""train"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""luxury\"", \""historic\"", \""romantic\""]""}",2025-01-12 05:53:53
344,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""family\"", \""luxury\"", \""adventurous\"", \""historic\""]""}",2022-12-06 01:25:50
345,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""family\"", \""adventurous\"", \""cultural\""]""}",2022-07-20 17:18:24
346,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""romantic\"", \""cultural\"", \""family\"", \""scenic\""]""}",2021-03-24 11:38:46
347,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""family\"", \""adventurous\"", \""luxury\"", \""budget\""]""}",2021-02-20 14:40:48
348,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""adventurous\"", \""scenic\"", \""budget\""]""}",2020-09-02 15:55:07
349,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""adventurous\"", \""historic\""]""}",2022-04-14 01:56:48
350,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""historic\"", \""family\"", \""romantic\"", \""cultural\""]""}",2024-12-30 13:24:55
351,"{""preferred_transport"": ""train"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""budget\"", \""scenic\""]""}",2020-02-17 15:21:51
352,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""cultural\"", \""budget\"", \""adventurous\"", \""romantic\""]""}",2021-09-27 09:36:19
353,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""budget\"", \""family\"", \""scenic\"", \""adventurous\""]""}",2023-12-19 14:09:15
354,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""budget\"", \""luxury\"", \""adventurous\""]""}",2023-12-18 19:46:55
355,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""budget\"", \""cultural\"", \""scenic\""]""}",2022-08-30 05:09:25
356,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""adventurous\"", \""budget\"", \""cultural\"", \""historic\""]""}",2022-03-21 04:43:37
357,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""adventurous\"", \""scenic\""]""}",2021-12-15 15:25:54
358,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""romantic\"", \""luxury\""]""}",2022-11-14 18:37:02
359,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""romantic\"", \""adventurous\"", \""cultural\"", \""scenic\""]""}",2021-06-09 21:21:59
360,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""romantic\"", \""cultural\"", \""luxury\"", \""historic\""]""}",2024-06-15 20:07:38
361,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""historic\"", \""family\"", \""romantic\"", \""adventurous\""]""}",2021-03-03 04:06:40
362,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""scenic\"", \""historic\"", \""cultural\"", \""luxury\""]""}",2023-11-17 18:32:41
363,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""romantic\"", \""budget\"", \""adventurous\"", \""historic\""]""}",2020-01-21 13:03:10
364,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""luxury\"", \""romantic\""]""}",2022-06-09 17:02:49
365,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""family\"", \""romantic\"", \""cultural\"", \""historic\""]""}",2020-10-26 05:41:02
366,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""luxury\"", \""family\""]""}",2023-01-06 05:02:38
367,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""budget\"", \""adventurous\""]""}",2023-11-27 01:21:09
368,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""luxury\"", \""budget\""]""}",2020-09-07 11:13:59
369,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""family\"", \""adventurous\"", \""luxury\""]""}",2024-01-18 21:30:46
370,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""scenic\"", \""historic\""]""}",2024-04-02 00:08:34
371,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""cultural\"", \""luxury\"", \""historic\""]""}",2021-12-14 20:37:55
372,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""romantic\"", \""scenic\"", \""historic\"", \""budget\""]""}",2022-05-21 02:07:36
373,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""historic\"", \""cultural\"", \""luxury\""]""}",2021-03-23 23:42:07
374,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""scenic\"", \""luxury\"", \""cultural\""]""}",2024-10-26 15:54:36
375,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""budget\"", \""adventurous\"", \""romantic\"", \""cultural\""]""}",2020-08-31 15:59:32
376,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""family\"", \""cultural\""]""}",2020-08-24 04:19:53
377,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""family\"", \""romantic\"", \""scenic\"", \""historic\""]""}",2022-04-29 04:44:24
378,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""budget\"", \""luxury\""]""}",2023-03-12 09:51:56
379,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""family\"", \""historic\"", \""luxury\"", \""scenic\""]""}",2022-02-04 16:37:39
380,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""scenic\"", \""adventurous\"", \""budget\""]""}",2021-04-24 07:43:06
381,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""cultural\"", \""historic\"", \""family\""]""}",2022-08-15 18:05:15
382,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""cultural\"", \""romantic\"", \""historic\""]""}",2021-08-05 04:56:39
383,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""family\"", \""historic\"", \""romantic\"", \""budget\""]""}",2023-01-04 13:45:42
384,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""budget\"", \""family\"", \""adventurous\"", \""historic\""]""}",2022-06-25 17:42:57
385,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""adventurous\"", \""luxury\""]""}",2024-06-07 00:22:13
386,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""scenic\"", \""cultural\"", \""romantic\""]""}",2022-07-24 13:58:28
387,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""cultural\"", \""romantic\""]""}",2023-09-12 11:48:43
388,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""romantic\"", \""family\"", \""historic\""]""}",2023-01-26 23:25:31
389,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""romantic\"", \""luxury\"", \""family\"", \""cultural\""]""}",2023-11-23 12:38:17
390,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""historic\"", \""adventurous\"", \""scenic\""]""}",2023-03-26 06:38:53
391,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""family\"", \""romantic\"", \""budget\""]""}",2025-01-20 17:08:55
392,"{""preferred_transport"": ""train"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""adventurous\"", \""romantic\"", \""scenic\""]""}",2021-07-05 21:35:41
393,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""romantic\"", \""luxury\"", \""cultural\""]""}",2022-10-09 11:50:21
394,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""budget\"", \""historic\"", \""luxury\""]""}",2021-09-12 18:10:16
395,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""historic\"", \""budget\"", \""adventurous\"", \""cultural\""]""}",2023-09-24 05:34:15
396,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""family\"", \""budget\""]""}",2024-03-31 06:44:46
397,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""adventurous\"", \""scenic\"", \""budget\""]""}",2021-04-23 21:45:08
398,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""romantic\"", \""luxury\""]""}",2024-01-28 22:19:44
399,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""family\"", \""luxury\"", \""historic\"", \""scenic\""]""}",2024-07-26 02:36:43
400,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""budget\"", \""cultural\""]""}",2020-05-17 15:00:02
401,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""cultural\"", \""historic\"", \""family\""]""}",2022-03-14 20:55:53
402,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""adventurous\"", \""romantic\"", \""scenic\"", \""family\""]""}",2023-12-09 16:29:43
403,"{""preferred_transport"": ""train"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""romantic\"", \""historic\""]""}",2022-07-06 21:01:23
404,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""scenic\"", \""romantic\""]""}",2022-08-27 00:13:47
405,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""romantic\"", \""scenic\""]""}",2024-01-19 09:15:06
406,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""romantic\"", \""scenic\"", \""historic\"", \""family\""]""}",2020-05-18 19:48:35
407,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""cultural\"", \""budget\"", \""romantic\""]""}",2022-01-27 19:28:03
408,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""budget\"", \""luxury\""]""}",2023-08-17 16:24:19
409,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""scenic\"", \""cultural\"", \""budget\""]""}",2023-09-04 14:16:49
410,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""adventurous\"", \""romantic\"", \""luxury\"", \""family\""]""}",2023-04-23 01:41:51
411,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""adventurous\"", \""scenic\""]""}",2020-07-13 09:05:28
412,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""budget\"", \""scenic\""]""}",2021-09-04 06:55:23
413,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""romantic\"", \""luxury\"", \""budget\""]""}",2022-08-31 17:06:15
414,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""cultural\"", \""scenic\"", \""family\""]""}",2023-11-23 12:33:34
415,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""luxury\"", \""romantic\"", \""family\"", \""historic\""]""}",2021-02-20 03:52:10
416,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""luxury\"", \""historic\""]""}",2021-07-22 16:47:19
417,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""family\"", \""adventurous\""]""}",2025-01-27 00:43:56
418,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""family\"", \""cultural\"", \""adventurous\""]""}",2024-07-27 13:54:09
419,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""romantic\"", \""scenic\""]""}",2021-03-11 21:16:05
420,"{""preferred_transport"": ""train"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""historic\"", \""family\"", \""scenic\""]""}",2020-01-30 18:35:35
421,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""family\"", \""luxury\""]""}",2024-04-19 08:11:24
422,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""romantic\"", \""adventurous\"", \""budget\"", \""family\""]""}",2024-02-27 08:04:37
423,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""historic\"", \""family\"", \""cultural\"", \""scenic\""]""}",2020-04-11 13:55:20
424,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""luxury\"", \""cultural\"", \""adventurous\"", \""romantic\""]""}",2024-03-18 21:14:23
425,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""luxury\"", \""family\""]""}",2024-08-14 08:55:54
426,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""romantic\"", \""luxury\""]""}",2021-11-09 23:40:03
427,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""adventurous\"", \""scenic\"", \""historic\"", \""romantic\""]""}",2022-03-27 12:55:24
428,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""cultural\"", \""family\"", \""romantic\""]""}",2021-10-14 01:39:01
429,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""family\"", \""cultural\"", \""luxury\"", \""romantic\""]""}",2021-10-03 22:40:41
430,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""budget\"", \""luxury\"", \""scenic\"", \""family\""]""}",2024-07-31 21:29:41
431,"{""preferred_transport"": ""train"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""luxury\"", \""scenic\"", \""romantic\"", \""family\""]""}",2024-05-17 05:33:41
432,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""historic\"", \""scenic\"", \""budget\""]""}",2021-01-29 05:28:02
433,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""budget\"", \""family\""]""}",2022-02-08 03:01:08
434,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""luxury\"", \""budget\""]""}",2023-07-10 22:51:41
435,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""cultural\"", \""adventurous\""]""}",2024-05-20 22:55:37
436,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""romantic\"", \""adventurous\"", \""scenic\""]""}",2024-12-13 01:45:03
437,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""romantic\"", \""budget\""]""}",2023-01-17 23:01:21
438,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""adventurous\"", \""romantic\"", \""cultural\""]""}",2024-03-17 00:37:12
439,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""budget\"", \""luxury\"", \""family\""]""}",2021-02-09 17:48:46
440,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""historic\"", \""romantic\"", \""family\"", \""adventurous\""]""}",2020-02-20 14:01:32
441,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""romantic\"", \""historic\"", \""adventurous\""]""}",2021-09-20 13:56:18
442,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""scenic\"", \""family\"", \""romantic\""]""}",2020-10-16 23:56:01
443,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""budget\"", \""romantic\""]""}",2021-05-29 06:26:41
444,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""luxury\"", \""budget\"", \""family\"", \""cultural\""]""}",2023-08-26 13:46:42
445,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""historic\"", \""cultural\""]""}",2024-01-21 09:17:07
446,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""adventurous\"", \""luxury\"", \""budget\"", \""romantic\""]""}",2020-01-29 20:29:06
447,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""cultural\"", \""family\"", \""adventurous\""]""}",2021-02-14 15:41:36
448,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""family\"", \""historic\""]""}",2020-11-14 05:31:25
449,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""luxury\"", \""cultural\"", \""adventurous\""]""}",2021-02-17 16:06:08
450,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""historic\"", \""luxury\"", \""budget\"", \""cultural\""]""}",2023-09-29 08:11:28
451,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""scenic\"", \""adventurous\""]""}",2023-10-06 10:31:54
452,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""scenic\"", \""family\""]""}",2021-01-17 15:16:04
453,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""budget\"", \""family\"", \""cultural\""]""}",2022-02-08 20:17:29
454,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""adventurous\"", \""luxury\""]""}",2022-06-04 05:14:07
455,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""adventurous\"", \""luxury\"", \""family\""]""}",2024-05-02 00:45:23
456,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""luxury\"", \""budget\"", \""historic\""]""}",2022-01-13 14:33:50
457,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""adventurous\"", \""romantic\""]""}",2025-01-19 06:36:49
458,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""budget\"", \""scenic\""]""}",2021-02-14 01:21:25
459,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""budget\"", \""luxury\"", \""romantic\""]""}",2021-06-20 18:41:17
460,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""cultural\"", \""historic\""]""}",2022-03-25 13:57:04
461,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""family\"", \""luxury\""]""}",2022-06-09 02:04:42
462,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""family\"", \""historic\"", \""budget\"", \""luxury\""]""}",2024-07-28 10:29:21
463,"{""preferred_transport"": ""train"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""luxury\"", \""historic\""]""}",2024-05-07 13:38:28
464,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""budget\"", \""adventurous\"", \""luxury\"", \""historic\""]""}",2022-08-21 15:54:48
465,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""historic\"", \""cultural\""]""}",2020-09-24 20:29:30
466,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""historic\"", \""scenic\"", \""budget\""]""}",2021-06-29 17:06:28
467,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""scenic\"", \""budget\"", \""historic\"", \""cultural\""]""}",2024-03-22 07:13:51
468,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""luxury\"", \""cultural\"", \""scenic\"", \""family\""]""}",2022-04-15 00:31:57
469,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""family\"", \""scenic\"", \""luxury\""]""}",2020-07-17 10:38:26
470,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""cultural\"", \""adventurous\"", \""family\"", \""luxury\""]""}",2023-01-23 20:47:02
471,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""scenic\"", \""romantic\"", \""cultural\"", \""family\""]""}",2020-11-15 17:08:46
472,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""historic\"", \""romantic\"", \""family\"", \""cultural\""]""}",2020-05-22 20:37:52
473,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""scenic\"", \""cultural\"", \""historic\""]""}",2024-09-13 16:35:10
474,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""adventurous\"", \""romantic\"", \""budget\""]""}",2022-09-21 00:05:34
475,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""budget\"", \""historic\"", \""luxury\"", \""family\""]""}",2021-07-11 04:53:03
476,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""family\"", \""historic\""]""}",2023-12-15 23:56:06
477,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""cultural\"", \""luxury\"", \""adventurous\""]""}",2020-01-25 18:13:29
478,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""luxury\"", \""budget\"", \""romantic\""]""}",2022-01-23 16:22:25
479,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""romantic\"", \""family\"", \""cultural\"", \""luxury\""]""}",2022-01-31 13:59:04
480,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""historic\"", \""cultural\"", \""luxury\""]""}",2022-12-12 07:13:23
481,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""family\"", \""romantic\""]""}",2022-08-13 09:39:19
482,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""adventurous\"", \""romantic\"", \""family\"", \""historic\""]""}",2021-03-18 08:08:10
483,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""adventurous\"", \""family\""]""}",2024-06-02 20:03:22
484,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""romantic\"", \""budget\"", \""historic\""]""}",2024-12-09 09:23:49
485,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""family\"", \""historic\""]""}",2025-01-12 22:56:49
486,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""scenic\"", \""cultural\"", \""romantic\"", \""budget\""]""}",2022-09-05 16:46:00
487,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""budget\"", \""scenic\"", \""adventurous\"", \""family\""]""}",2021-12-26 19:18:56
488,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""cultural\"", \""romantic\""]""}",2020-11-24 06:24:46
489,"{""preferred_transport"": ""train"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""budget\"", \""adventurous\"", \""historic\""]""}",2024-07-23 01:25:51
490,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""luxury\"", \""adventurous\"", \""scenic\""]""}",2021-01-07 13:24:11
491,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""luxury\"", \""family\"", \""budget\"", \""romantic\""]""}",2020-05-05 07:12:31
492,"{""preferred_transport"": ""train"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""cultural\"", \""budget\""]""}",2022-02-10 04:32:03
493,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""historic\"", \""budget\"", \""scenic\"", \""family\""]""}",2021-06-24 04:31:05
494,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""adventurous\"", \""historic\"", \""romantic\""]""}",2020-11-12 14:45:44
495,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""historic\"", \""family\""]""}",2021-11-21 15:00:17
496,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""budget\"", \""romantic\"", \""family\""]""}",2020-09-18 02:26:01
497,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""cultural\"", \""romantic\""]""}",2023-10-09 16:38:09
498,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""cultural\"", \""historic\"", \""adventurous\""]""}",2020-06-06 07:49:14
499,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""family\"", \""adventurous\"", \""historic\""]""}",2023-04-04 02:22:31
500,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""adventurous\"", \""cultural\"", \""scenic\""]""}",2022-05-19 11:28:04
501,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""adventurous\"", \""budget\""]""}",2022-07-05 20:38:09
502,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""romantic\"", \""historic\"", \""family\"", \""scenic\""]""}",2023-04-04 23:41:21
503,"{""preferred_transport"": ""train"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""adventurous\"", \""budget\""]""}",2024-08-16 01:58:48
504,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""budget\"", \""adventurous\"", \""luxury\"", \""family\""]""}",2022-12-04 21:02:35
